id,0dayPrice,7dayPrice,14dayPrice,30dayPrice,90dayPrice,
CLF2016q4,0.0,-0.072,-0.231,0.018,-0.456
CLF2017q1,0.0,-0.067,-0.084,-0.057,
DRH2016q3,0.0,0.07,0.197,0.093,0.182
DRH2017q1,0.0,-0.012,-0.012,-0.062,
FLR2016q3,0.0,-0.01,0.036,-0.027,0.076
FLR2017q1,0.0,-0.101,-0.095,-0.057,
MTZ2016q3,0.0,0.263,0.322,0.178,0.316
MTZ2017q1,0.0,-0.053,0.013,0.032,
AYI2017q1,0.0,0.027,0.02,0.063,-0.141
AYI2017q2,0.0,0.005,0.035,0.022,0.168
AYI2017q3,0.0,-0.0,,0.003,
WFM2017q1,0.0,-0.003,-0.034,0.019,0.2
WFM2017q2,0.0,-0.025,0.186,-0.024,
HTH2016q3,0.0,0.081,0.157,-0.0,0.149
HTH2017q1,0.0,-0.03,-0.09,-0.02,
LM2017q1,0.0,0.022,0.026,0.018,-0.129
LM2017q2,0.0,0.106,0.112,0.005,0.117
LM2017q3,0.0,0.081,0.052,0.026,0.055
TRIP2016q3,0.0,-0.186,-0.238,-0.207,-0.177
TRIP2017q1,0.0,-0.129,-0.203,-0.028,
FR2016q3,0.0,-0.013,0.025,-0.009,0.092
FR2017q1,0.0,-0.014,0.022,-0.001,
KMI2016q3,0.0,-0.053,0.033,-0.026,0.075
KMI2016q4,0.0,-0.055,-0.044,-0.032,-0.109
KMI2017q1,0.0,0.002,-0.031,0.024,
CHRW2016q3,0.0,0.037,0.078,0.038,0.065
CHRW2017q1,0.0,-0.035,-0.049,-0.018,
APD2017q1,0.0,-0.013,-0.008,-0.013,0.005
APD2017q2,0.0,0.02,0.02,0.026,
AFSI2017q1,0.0,-0.079,-0.003,-0.107
USM2016q3,0.0,0.02,0.137,0.0,0.295
USM2017q1,0.0,-0.031,0.013,-0.018,
RE2016q3,0.0,0.009,0.037,0.025,0.103
RE2017q1,0.0,0.015,0.053,-0.01,
MHK2016q3,0.0,-0.008,-0.012,-0.01,0.057
MHK2017q1,0.0,-0.009,0.031,-0.007,
FANG2016q3,0.0,0.058,0.144,0.031,0.125
FANG2017q1,0.0,0.067,-0.035,0.065,
NTCT2017q1,0.0,0.047,0.091,0.016,0.007
NTCT2017q2,0.0,0.203,0.122,0.086,0.148
NTCT2017q3,0.0,0.155,0.126,0.12,0.144
ASH2017q1,0.0,-0.002,0.025,-0.002,0.076
ASH2017q2,0.0,-0.007,-0.468,-0.026,
SNV2016q3,0.0,0.185,0.2,0.146,0.281
SNV2017q1,0.0,-0.029,-0.029,-0.009,
HOMB2016q3,0.0,0.23,0.217,0.171,0.269
HOMB2017q1,0.0,-0.028,-0.038,0.002,
ISRG2016q3,0.0,-0.022,-0.039,-0.023,-0.026
ISRG2016q4,0.0,0.028,0.056,0.008,0.198
ISRG2017q1,0.0,0.047,0.078,0.033,
EXC2016q3,0.0,-0.036,-0.01,-0.017,0.067
EXC2016q4,0.0,0.059,0.025,0.014,-0.043
EXC2017q1,0.0,0.036,0.088,-0.006,
DAN2016q3,0.0,-0.004,0.131,0.007,0.276
DAN2016q4,0.0,-0.029,-0.035,-0.013,0.086
DAN2017q1,0.0,0.014,0.101,0.055,
EVR2016q3,0.0,0.217,0.299,0.097,0.466
EVR2017q1,0.0,-0.058,-0.052,-0.029,
TWOU2016q3,0.0,0.132,-0.017,0.028,0.074
TWOU2017q1,0.0,-0.054,0.014,-0.056,
CPN2016q3,0.0,-0.044,-0.003,-0.053,0.007
CPN2016q4,0.0,0.009,-0.055,-0.015,-0.136
CPN2017q1,0.0,0.214,0.304,-0.018,
GMED2016q3,0.0,0.0,0.141,-0.016,0.244
GMED2017q1,0.0,-0.057,-0.002,-0.028,
MCY2016q3,0.0,0.035,0.049,-0.023,0.132
MCY2016q4,0.0,0.028,0.033,0.022,-0.035
MCY2017q1,0.0,-0.049,-0.008,-0.046,
HLS2016q3,0.0,-0.002,0.037,0.016,-0.005
HLS2017q1,0.0,0.015,-0.015,0.012,
AVX2017q1,0.0,0.022,0.03,0.024,0.04
AVX2017q2,0.0,0.057,0.101,0.055,0.146
AVX2017q3,0.0,-0.006,-0.035,0.0,0.034
OI2016q3,0.0,-0.007,-0.025,-0.012,0.045
OI2016q4,0.0,0.005,-0.026,-0.02,
OI2017q1,0.0,0.0,,0.0,
DISCA2016q3,0.0,0.078,0.053,0.002,0.085
DISCA2016q4,0.0,0.008,-0.013,0.038,-0.088
DISCA2017q1,0.0,-0.039,-0.022,-0.041,
CERN2016q3,0.0,-0.079,-0.1,-0.044,0.011
CERN2016q4,0.0,0.08,0.073,0.09,0.259
CERN2017q1,0.0,-0.006,0.003,0.002,
CMS2016q3,0.0,-0.038,-0.011,0.003,0.022
CMS2016q4,0.0,0.024,0.028,0.006,0.078
CMS2017q1,0.0,0.02,0.058,0.015,
LPX2016q2,0.0,-0.068,-0.022,-0.048,-0.107
LPX2016q3,0.0,-0.002,0.054,-0.033,0.063
LPX2017q1,0.0,-0.066,-0.068,-0.034,
TWO2016q3,0.0,-0.007,0.025,0.001,0.086
TWO2017q1,0.0,0.009,0.042,-0.011,
COST2017q1,0.0,-0.002,0.009,0.01,0.033
COST2017q2,0.0,0.007,0.029,0.008,0.097
COST2017q3,0.0,-0.003,-0.115,0.004,
FLT2016q3,0.0,0.022,0.024,-0.029,-0.008
FLT2017q1,0.0,0.008,0.079,0.035,
AJG2016q3,0.0,0.066,0.073,-0.018,0.11
AJG2016q4,0.0,0.024,0.027,0.025,0.001
AJG2017q1,0.0,-0.019,0.023,-0.002,
PNC2016q3,0.0,0.175,0.174,0.119,0.279
PNC2017q1,0.0,-0.043,-0.027,0.0,
TTEK2017q1,0.0,0.015,-0.023,-0.008,0.074
TTEK2017q2,0.0,-0.041,0.026,-0.004,
LEA2016q3,0.0,-0.031,0.075,0.0,0.196
LEA2016q4,0.0,0.016,0.035,0.034,0.028
LEA2017q1,0.0,0.026,0.046,-0.034,
AIT2017q1,0.0,0.079,0.205,-0.028,0.265
AIT2017q2,0.0,-0.01,0.012,-0.023,0.015
AIT2017q3,0.0,-0.035,-0.032,0.0,
FFIN2016q3,0.0,0.007,0.253,-0.012,0.174
FFIN2017q1,0.0,0.004,-0.027,0.002,
DFT2016q3,0.0,-0.026,0.028,-0.03,0.208
DFT2017q1,0.0,-0.007,0.037,-0.039,
OLN2016q3,0.0,0.15,0.201,0.083,0.214
OLN2017q1,0.0,0.003,-0.039,0.007,
FIBK2016q3,0.0,0.14,0.273,0.182,0.265
FIBK2017q1,0.0,-0.053,-0.056,-0.027,
NRZ2016q3,0.0,0.041,0.108,0.024,0.124
NRZ2017q1,0.0,-0.054,-0.02,-0.033,
DRE2016q3,0.0,-0.079,-0.008,-0.027,0.045
DRE2017q1,0.0,0.006,0.041,0.005,
RAI2016q3,0.0,0.176,0.163,0.17,0.257
RAI2016q4,0.0,0.017,0.009,0.003,0.08
RAI2017q1,0.0,0.026,0.051,0.009,
CBSH2016q3,0.0,0.152,0.211,0.147,0.189
CBSH2017q1,0.0,-0.033,-0.031,-0.017,
SO2016q3,0.0,-0.048,-0.056,-0.046,-0.002
SO2017q1,0.0,0.015,0.043,0.008,
ROK2017q1,0.0,0.034,0.041,0.018,0.062
ROK2017q2,0.0,0.011,0.043,0.0,
RAD2017q3,0.0,0.05,-0.357,0.062,-0.486
RAD2018q1,0.0,-0.008,,-0.008,
CA2017q1,0.0,-0.003,-0.004,-0.021,-0.052
CA2017q2,0.0,0.043,0.042,-0.002,0.081
CA2017q3,0.0,0.001,0.051,-0.011,0.05
CA2017q4,0.0,0.015,0.011,-0.011,
VMC2016q3,0.0,0.158,0.131,0.169,0.142
VMC2017q1,0.0,-0.04,-0.0,-0.044,
KRO2016q3,0.0,0.504,0.521,0.429,0.665
KRO2017q1,0.0,0.156,0.11,0.171,
FLO2016q3,0.0,-0.016,0.229,-0.003,0.289
FLO2017q1,0.0,-0.047,-0.081,-0.039,
LMT2016q3,0.0,0.035,0.07,-0.04,0.025
LMT2016q4,0.0,0.026,0.048,0.028,0.068
LMT2017q1,0.0,0.005,0.049,-0.003,
WLK2016q3,0.0,0.04,0.08,0.023,0.167
WLK2017q1,0.0,-0.025,0.008,-0.016,
MNK0q1,0.0,-0.123,-0.132,0.025,
MNK2016q3,0.0,0.032,-0.017,0.04,-0.229
PODD2016q3,0.0,0.056,-0.054,0.008,0.181
PODD2017q1,0.0,0.059,0.06,0.031,
MMS2017q1,0.0,0.082,0.088,0.058,0.141
MMS2017q2,0.0,0.019,0.037,0.035,
TUP2016q3,0.0,0.017,-0.008,-0.011,-0.049
TUP2017q1,0.0,0.016,-0.002,0.01,
EXPD2016q2,0.0,0.007,0.018,0.017,0.013
EXPD2016q3,0.0,0.043,0.129,0.03,0.06
EXPD2017q1,0.0,-0.034,0.013,-0.022,
MRK2016q3,0.0,0.037,0.0,0.058,0.079
MRK2017q1,0.0,0.02,-0.001,0.008,
SEE2016q3,0.0,0.022,0.003,0.007,0.082
SEE2017q1,0.0,0.015,0.021,0.006,
ILMN2016q3,0.0,-0.021,-0.103,-0.007,0.18
ILMN2016q4,0.0,0.018,-0.03,-0.014,0.095
ILMN2017q1,0.0,-0.054,-0.018,-0.025,
