"Date","Price","Open","High","Low","Vol.","Change %"
"May 21, 2013","167.17","167.08","167.80","166.50","95.80M","0.14"
"May 20, 2013","166.93","166.78","167.58","166.61","85.07M","-0.01"
"May 17, 2013","166.94","165.95","167.04","165.73","129.80M","0.97"
"May 16, 2013","165.34","165.78","166.36","165.09","109.91M","-0.47"
"May 15, 2013","166.12","164.96","166.45","164.91","120.72M","0.54"
"May 14, 2013","165.23","163.67","165.35","163.67","119.00M","1.03"
"May 13, 2013","163.54","163.20","163.81","162.82","81.84M","0.08"
"May 10, 2013","163.41","162.99","163.55","162.51","103.20M","0.33"
"May 09, 2013","162.88","163.27","163.70","162.47","106.74M","-0.28"
"May 08, 2013","163.34","162.42","163.39","162.33","97.42M","0.46"
"May 07, 2013","162.60","162.13","162.65","161.67","90.36M","0.51"
"May 06, 2013","161.78","161.49","162.01","161.42","66.88M","0.25"
"May 03, 2013","161.37","161.14","161.88","159.78","144.20M","1.01"
"May 02, 2013","159.75","158.68","159.89","158.53","96.41M","0.93"
"May 01, 2013","158.28","159.33","159.41","158.10","138.87M","-0.88"
"Apr 30, 2013","159.68","159.27","159.72","158.61","116.01M","0.24"
"Apr 29, 2013","159.30","158.67","159.65","158.42","88.57M","0.67"
"Apr 26, 2013","158.24","158.33","158.60","157.73","95.92M","-0.18"
"Apr 25, 2013","158.52","158.34","159.27","158.10","131.06M","0.41"
"Apr 24, 2013","157.88","157.83","158.30","157.54","96.78M","0.06"
"Apr 23, 2013","157.78","156.95","157.93","156.17","166.14M","1.03"
"Apr 22, 2013","156.17","155.78","156.54","154.75","106.55M","0.44"
"Apr 19, 2013","155.48","154.50","155.55","154.12","149.69M","0.87"
"Apr 18, 2013","154.14","155.37","155.41","153.55","167.58M","-0.63"
"Apr 17, 2013","155.11","156.29","156.32","154.28","226.83M","-1.46"
"Apr 16, 2013","157.41","156.29","157.49","155.91","147.51M","1.48"
"Apr 15, 2013","155.12","158.00","158.13","155.10","217.26M","-2.32"
"Apr 12, 2013","158.80","158.68","159.04","157.92","116.36M","-0.24"
"Apr 11, 2013","159.19","158.70","159.71","158.54","110.14M","0.33"
"Apr 10, 2013","158.67","157.17","158.87","157.13","135.71M","1.22"
"Apr 09, 2013","156.75","156.50","157.32","155.98","101.92M","0.35"
"Apr 08, 2013","156.21","155.27","156.22","154.75","86.57M","0.68"
"Apr 05, 2013","155.16","153.95","155.35","153.77","159.67M","-0.45"
