id,90dayPrice,cashandcashequivalents,cashfromfinancingactivities,cashfrominvestingactivities,cashfromoperatingactivities,costofrevenue,ebit,grossprofit,incomebeforetaxes,interestexpense,netincome,propertyplantequipmentnet,sellinggeneraladministrativeexpenses,totalassets,totalcurrentassets,totalliabilities,totalcurrentliabilities,totallongtermdebt,totalreceivablesnet,totalrevenue,totalshorttermdebt,totalstockholdersequity
CTAS2017q3,0.0,0.026000000000000002,-0.013999999999999999,-5.0,0.263,-0.015,-0.04,-0.009000000000000001,-0.045,0.032,-0.159,0.022000000000000002,-0.008,0.013000000000000001,0.018000000000000002,0.261,-0.044000000000000004,-0.287,0.018000000000000002,-0.012,5.0,0.075
CTL2016q3,1.0,-0.267,-0.695,0.08800000000000001,-0.22699999999999998,0.024,-0.085,-0.026000000000000002,-0.215,-0.038,-0.22399999999999998,-0.003,-0.02,-0.006999999999999999,-0.023,-0.023,-0.006999999999999999,0.001,-0.008,-0.004,0.057,-0.006999999999999999
CTSH2016q3,0.0,-0.08,-0.154,5.0,0.669,0.019,-0.013000000000000001,0.033,0.031,0.065,0.7609999999999999,0.027999999999999997,0.071,0.044000000000000004,0.057,0.085,0.045,-0.022000000000000002,0.013000000000000001,0.025,0.09,0.044000000000000004
CVG2016q3,0.0,-0.46799999999999997,-0.009000000000000001,5.0,0.01,0.102,0.098,0.017,0.09300000000000001,0.022000000000000002,0.43700000000000006,0.018000000000000002,0.006,0.013999999999999999,-0.106,0.059000000000000004,0.013000000000000001,-0.031,0.044000000000000004,0.071,-0.045,0.017
CVX2016q3,1.0,-0.161,-2.765,0.667,1.0979999999999999,0.009000000000000001,-1.056,0.152,-1.196,-0.19,-1.8730000000000002,-0.006999999999999999,0.07400000000000001,-0.006,-0.111,-0.006999999999999999,-0.011000000000000001,-0.001,-0.07200000000000001,0.047,0.08199999999999999,-0.002
CW2016q3,1.0,0.18,0.064,0.174,0.28,-0.071,0.125,-0.005,0.149,0.021,0.149,-0.016,-0.081,0.012,0.04,0.012,0.013000000000000001,-0.0,-0.031,-0.048,-0.27899999999999997,0.01
CXW2016q3,1.0,-0.397,3.9589999999999996,-0.598,-0.055,0.031,-0.042,0.012,-0.055,0.008,-0.039,-0.006999999999999999,0.012,-0.013000000000000001,-0.084,-0.005,-0.022000000000000002,-0.019,0.004,0.025,0.16699999999999998,-0.0
CY2016q3,1.0,-0.54,2.25,5.0,5.0,0.11599999999999999,-0.846,0.251,-1.032,1.745,-1.018,-0.252,0.028999999999999998,0.14300000000000002,-0.015,0.193,0.336,0.45299999999999996,0.076,0.16399999999999998,1.215,0.002
DAL2016q3,1.0,-0.013999999999999999,-0.539,-0.20199999999999999,-0.423,0.087,-0.187,-0.047,-0.191,0.022000000000000002,-0.18600000000000003,0.005,0.036000000000000004,-0.013000000000000001,-0.04,-0.068,-0.035,-0.032,-0.05,0.003,-0.021,0.059000000000000004
DAL2016q4,0.0,0.6859999999999999,-0.55,-1.5019999999999998,-0.39299999999999996,-0.06,-0.48200000000000004,-0.124,-0.499,-0.021,-0.506,0.011000000000000001,0.12300000000000001,0.006,0.017,0.006,0.013999999999999999,-0.042,0.034,-0.098,0.036000000000000004,-0.018000000000000002
DAL2017q1,1.0,-0.31,-4.7669999999999995,-4.897,-1.712,0.013999999999999999,0.032,-0.067,-0.039,0.011000000000000001,-0.031,0.018000000000000002,-0.125,0.004,-0.077,0.047,-0.012,0.32,0.11800000000000001,-0.033,-0.08,0.054000000000000006
DAN2016q3,1.0,-0.024,-0.07400000000000001,-0.75,-0.87,-0.10400000000000001,-0.25,-0.107,-0.1,-0.1,0.075,0.034,-0.066,0.01,0.002,0.012,0.004,-0.013000000000000001,0.016,-0.105,0.613,0.04
DAN2016q4,1.0,-0.027999999999999997,-0.36,5.0,5.0,0.057,-0.044000000000000004,-0.019,-1.125,0.07400000000000001,5.0,0.10099999999999999,0.04,0.054000000000000006,-0.135,0.001,-0.036000000000000004,-0.012,-0.127,0.046,0.38,0.49700000000000005
DAR2016q3,0.0,-0.057999999999999996,0.177,0.037000000000000005,-0.08800000000000001,-0.009000000000000001,-0.348,-0.08800000000000001,-0.644,-0.005,-0.10300000000000001,0.004,0.005,-0.009000000000000001,-0.040999999999999995,-0.015,-0.024,-0.03,-0.04,-0.027000000000000003,-0.11900000000000001,0.013999999999999999
DBD2016q3,1.0,1.23,-1.244,-1.492,-1.124,0.8490000000000001,-5.0,0.27399999999999997,2.249,0.33299999999999996,3.8480000000000003,1.473,0.991,0.431,-0.047,1.3769999999999998,0.457,-0.243,0.9790000000000001,0.695,5.0,0.273
DD2016q3,1.0,0.009000000000000001,-0.41,0.47600000000000003,0.406,-0.226,-0.825,-0.405,-1.042,0.0,-0.998,0.003,-0.161,0.005,0.011000000000000001,0.087,0.025,-0.001,-0.076,-0.304,0.413,-0.057
DD2016q4,1.0,0.034,-5.0,-0.332,5.0,0.018000000000000002,1.3869999999999998,0.13,-5.0,-0.011000000000000001,5.0,-0.044000000000000004,-0.051,-0.059000000000000004,-0.065,-0.023,-0.084,-0.001,-0.297,0.06,-0.868,0.025
DE2017q1,1.0,-0.10300000000000001,-0.518,-2.355,-1.304,-0.134,-0.153,-0.14400000000000002,-0.245,0.047,-0.321,-0.027000000000000003,-0.11699999999999999,-0.028999999999999998,-0.031,-0.059000000000000004,-0.039,-0.035,-0.044000000000000004,-0.13699999999999998,-0.021,0.047
DECK2017q1,0.0,-0.177,0.32799999999999996,0.395,1.1640000000000001,-0.561,1.8090000000000002,-0.508,1.726,0.22399999999999998,1.485,0.033,-0.155,0.062,0.09300000000000001,0.56,0.418,-0.004,-0.27899999999999997,-0.539,0.639,-0.052000000000000005
DECK2017q2,0.0,-0.456,5.0,-0.428,4.6739999999999995,1.746,-1.69,1.838,-1.665,0.354,-1.6669999999999998,0.006999999999999999,0.051,0.158,0.252,0.467,0.397,-0.004,1.4040000000000001,1.786,1.515,0.044000000000000004
DECK2017q3,1.0,1.694,-2.56,-0.5579999999999999,-2.853,0.39799999999999996,-0.013999999999999999,0.773,-0.03,0.369,0.044000000000000004,-0.025,1.034,-0.129,-0.099,-0.401,-0.35200000000000004,-0.004,-0.299,0.565,-0.8909999999999999,0.013999999999999999
DG2017q3,0.0,0.08199999999999999,-0.20199999999999999,-0.183,-0.15,0.006,-0.228,-0.055999999999999994,-0.239,-0.02,-0.23199999999999998,0.017,0.019,0.026000000000000002,0.07,0.08800000000000001,0.057,0.046,1.375,-0.013000000000000001,-0.0,-0.01
DGI2016q3,1.0,-0.125,-0.358,0.467,-0.258,0.115,0.142,0.016,0.20600000000000002,-0.149,0.23,-0.003,0.031,-0.002,-0.004,-0.042,-0.01,0.0,0.052000000000000005,0.036000000000000004,0.0,0.009000000000000001
DGX2016q3,1.0,0.435,-0.716,-1.3319999999999999,-0.032,0.002,0.059000000000000004,-0.031,-0.245,0.08800000000000001,-0.015,0.016,-0.049,0.006,0.087,-0.059000000000000004,-0.012,-0.005,-0.009000000000000001,-0.011000000000000001,0.0,0.027999999999999997
DHR2016q3,0.0,-0.763,-2.5980000000000003,-0.11800000000000001,-0.36200000000000004,-0.3,-0.324,-0.27399999999999997,-0.508,-0.342,-0.40399999999999997,-0.19,-0.243,-0.198,-0.42200000000000004,-0.406,-0.316,-0.375,-0.22899999999999998,-0.28600000000000003,-0.6940000000000001,-0.07400000000000001
DISCA2016q3,1.0,0.21100000000000002,-0.073,-0.8959999999999999,0.325,-0.018000000000000002,-0.218,-0.128,-0.40299999999999997,0.0,-0.46299999999999997,0.02,0.048,0.01,0.053,0.055,0.028999999999999998,0.012,-0.018000000000000002,-0.08900000000000001,-0.26899999999999996,-0.026000000000000002
DISCA2016q4,0.0,0.33899999999999997,-0.465,5.0,0.252,0.09,0.037000000000000005,0.065,0.478,-0.055,0.38799999999999996,0.039,0.105,-0.006,-0.031,0.026000000000000002,-0.005,-0.008,-0.032,0.075,-0.13699999999999998,-0.006999999999999999
DISH2016q3,1.0,0.428,0.344,5.0,-0.040999999999999995,0.013000000000000001,-0.191,-0.121,-0.266,4.834,-0.251,-0.031,0.042,0.128,0.608,0.221,0.114,0.094,-0.053,-0.024,5.0,0.21899999999999997
DKS2017q3,0.0,-0.24,-3.4560000000000004,-0.179,-1.179,-0.08199999999999999,-0.499,-0.075,-0.483,-0.218,-0.465,0.011000000000000001,0.040999999999999995,0.099,0.172,0.18100000000000002,0.16399999999999998,0.693,0.049,-0.08,0.005,0.022000000000000002
DLPH2016q3,1.0,-0.096,-0.382,0.187,-0.278,-0.027000000000000003,0.17600000000000002,-0.027000000000000003,0.013999999999999999,0.0,0.136,0.027000000000000003,-0.004,0.013999999999999999,0.019,-0.015,-0.001,0.017,0.028999999999999998,-0.027000000000000003,-0.629,0.07200000000000001
DLPH2016q4,1.0,1.122,-0.166,-1.046,0.6459999999999999,-0.006,0.424,0.287,-0.09300000000000001,-0.195,-0.040999999999999995,-0.002,0.11900000000000001,0.013999999999999999,0.053,0.08,0.034,-0.02,-0.015,0.054000000000000006,-0.667,-0.059000000000000004
DLX2016q3,1.0,0.15,-0.282,0.828,0.436,0.04,0.015,0.006,0.023,-0.063,0.005,-0.013999999999999999,-0.002,0.039,0.11900000000000001,0.113,0.037000000000000005,0.006999999999999999,0.081,0.018000000000000002,-0.086,0.040999999999999995
DNKN2016q3,1.0,0.08900000000000001,0.146,5.0,-0.121,-0.06,0.013999999999999999,-0.039,0.024,-0.015,0.063,-0.012,-0.064,0.005,0.026000000000000002,-0.061,-0.006,-0.002,-0.053,-0.043,0.001,-0.179
DOV2016q3,1.0,1.018,-1.771,-0.048,0.114,0.02,0.087,0.001,0.10099999999999999,0.026000000000000002,0.1,-0.017,-0.037000000000000005,0.036000000000000004,0.151,0.153,0.046,0.003,0.016,0.013000000000000001,0.493,0.02
DOV2016q4,0.0,-0.322,3.917,5.0,0.248,0.076,-0.221,-0.019,0.192,0.198,0.239,0.127,0.08199999999999999,0.08800000000000001,-0.055,0.026000000000000002,0.146,0.22699999999999998,0.055,0.040999999999999995,-0.193,0.003
DOW2016q3,1.0,-0.038,1.3019999999999998,-0.517,-0.369,0.061,0.33,-0.013000000000000001,-0.6890000000000001,0.057999999999999996,-0.7490000000000001,0.023,0.098,-0.011000000000000001,-0.057999999999999996,-0.018000000000000002,-0.019,-0.021,-0.018000000000000002,0.044000000000000004,0.759,0.003
DOW2016q4,1.0,-0.06,-0.002,1.255,0.385,0.07400000000000001,-1.131,-0.07400000000000001,-1.4409999999999998,0.040999999999999995,-0.935,0.008,0.054000000000000006,-0.013999999999999999,-0.045,-0.004,0.038,0.002,-0.009000000000000001,0.043,0.044000000000000004,-0.105
DPS2016q3,1.0,1.531,-1.705,0.026000000000000002,0.314,0.019,-0.095,-0.027000000000000003,-0.147,0.0,-0.077,-0.004,0.022000000000000002,0.032,0.209,0.268,0.045,0.012,-0.086,-0.009000000000000001,5.0,-0.006
DPS2016q4,0.0,1.882,5.0,0.75,-0.07200000000000001,-0.08199999999999999,-0.102,-0.046,-0.251,0.455,-0.312,0.012,-0.022000000000000002,0.129,0.708,-0.29100000000000004,0.17,0.512,0.009000000000000001,-0.061,-0.973,0.002
DPZ2016q3,1.0,0.344,-0.762,-1.859,0.7809999999999999,0.046,-0.027000000000000003,0.012,-0.037000000000000005,-0.001,-0.040999999999999995,0.005,0.071,0.037000000000000005,0.049,0.151,0.018000000000000002,-0.004,0.042,0.035,0.512,0.011000000000000001
DVN2016q2,0.0,0.054000000000000006,-0.9329999999999999,-0.858,0.872,-0.063,-0.5720000000000001,0.23199999999999998,-0.526,-0.006,-0.486,-0.127,0.179,-0.049,0.35,0.127,0.008,0.013000000000000001,0.115,0.17,0.0,-0.244
DVN2016q3,1.0,0.384,-5.0,-4.851,1.167,-0.147,-1.979,0.872,-1.675,0.491,-1.632,-0.038,0.092,-0.016,0.11800000000000001,-0.027000000000000003,-0.064,-0.109,-0.064,0.701,0.0,0.205
DY2017q1,1.0,-0.35700000000000004,-5.0,-0.748,-1.228,0.015,0.052000000000000005,0.005,0.03,-0.066,0.034,0.034,-0.031,0.069,0.136,-0.033,0.054000000000000006,0.09699999999999999,0.161,0.013000000000000001,0.33299999999999996,0.10099999999999999
DY2017q2,0.0,0.358,-1.962,-0.14,-3.545,-0.087,-0.48700000000000004,-0.24100000000000002,-0.537,0.013000000000000001,-0.536,0.019,-0.033,-0.039,-0.081,-0.156,-0.06,-0.044000000000000004,-0.105,-0.12300000000000001,0.075,0.002
EEFT2016q3,0.0,-0.027999999999999997,-1.706,0.294,1.781,0.065,0.525,0.147,0.153,0.11,0.091,0.064,-0.026000000000000002,0.006999999999999999,0.009000000000000001,0.031,-0.036000000000000004,-0.139,0.016,0.099,-0.09,0.086
EFX2016q3,0.0,0.152,-0.019,1.6480000000000001,0.429,0.008,-0.06,-0.018000000000000002,-0.055,0.03,0.015,0.06,0.008,0.025,0.055,0.349,-0.009000000000000001,-0.145,0.044000000000000004,-0.009000000000000001,0.579,0.081
EL2017q1,0.0,-0.27399999999999997,-1.6,-0.616,-1.317,0.166,1.923,0.063,2.1,0.105,2.128,-0.009000000000000001,-0.036000000000000004,0.013999999999999999,0.042,0.012,0.006999999999999999,-0.001,0.29100000000000004,0.083,0.7859999999999999,0.024
EL2017q2,1.0,0.9009999999999999,-5.0,5.0,-5.0,0.069,0.47600000000000003,0.133,0.489,0.048,0.456,-0.004,0.05,0.19899999999999998,0.08800000000000001,0.644,0.304,-0.009000000000000001,-0.071,0.12,2.62,0.037000000000000005
EME2016q3,1.0,0.139,-1.041,-0.9590000000000001,-0.045,-0.002,-0.067,-0.024,-0.07400000000000001,0.11599999999999999,-0.07,-0.001,-0.002,0.025,0.049,0.039,0.021,-0.013000000000000001,0.031,-0.005,0.146,0.031
EMN2016q3,1.0,-0.13699999999999998,-0.079,0.7090000000000001,-0.08199999999999999,-0.015,-0.053,0.026000000000000002,-0.132,0.016,-0.09,0.006999999999999999,0.04,-0.006,-0.01,0.008,-0.013999999999999999,-0.024,-0.012,-0.004,-0.065,0.015
EMR2017q1,0.0,0.305,1.935,-5.0,-1.0,-4.492,-0.004,3.7889999999999997,0.006999999999999999,-0.098,-0.295,-0.024,-5.0,-0.196,-0.109,-0.48200000000000004,-0.312,-0.061,-0.102,-5.0,-0.902,0.019
ENR2017q1,1.0,0.036000000000000004,-3.7239999999999998,-0.998,0.765,0.175,2.52,0.45,4.06,-0.125,3.426,-0.063,-0.11,-0.027999999999999997,-0.017,-0.14,-0.055,-0.001,0.145,0.294,-0.46399999999999997,-1.577
ENR2017q1,1.0,0.036000000000000004,-3.7239999999999998,-0.998,0.765,0.175,2.52,0.45,4.06,-0.125,3.426,-0.063,-0.11,-0.027999999999999997,-0.017,-0.14,-0.055,-0.001,0.145,0.294,-0.46399999999999997,-1.577
ENTG2016q3,1.0,0.102,0.109,-0.037000000000000005,0.175,0.06,-0.253,-0.11699999999999999,-0.326,0.040999999999999995,-0.33299999999999996,-0.022000000000000002,-0.037000000000000005,0.011000000000000001,0.037000000000000005,0.27,-0.021,-0.126,-0.07200000000000001,-0.021,1.0,0.042
EOG2016q3,1.0,0.345,0.203,0.22399999999999998,0.51,0.077,-0.32899999999999996,0.23,-0.284,-0.004,-0.35100000000000003,-0.024,0.12,-0.011000000000000001,0.11699999999999999,0.012,-0.001,0.0,-0.021,0.193,0.0,-0.021
EQIX2016q3,1.0,1.045,0.128,0.574,0.201,0.028999999999999998,-0.064,0.024,0.34700000000000003,-0.081,0.151,0.042,0.057,-0.013000000000000001,-0.20800000000000002,-0.040999999999999995,-0.01,-0.013000000000000001,0.08800000000000001,0.027000000000000003,0.012,-0.017
EQT2016q3,0.0,-0.221,-0.963,0.748,0.316,0.004,-1.168,0.466,-1.236,-0.009000000000000001,-0.9690000000000001,0.048,-0.20600000000000002,0.006999999999999999,-0.179,0.17300000000000001,0.013999999999999999,0.0,0.11199999999999999,0.27899999999999997,5.0,-0.002
EQT2016q4,0.0,-0.37200000000000005,5.0,0.596,0.081,0.255,0.26899999999999996,0.3,-3.65,0.096,5.0,0.061,0.24,0.039,-0.14800000000000002,0.301,0.087,0.17600000000000002,0.804,0.28600000000000003,-1.0,-0.031
ESL2017q1,0.0,0.075,-1.109,0.541,-0.062,-0.10400000000000001,-0.579,-0.257,-0.65,-0.004,-0.69,-0.022000000000000002,-0.062,-0.034,-0.03,-0.079,-0.055,-0.038,-0.125,-0.158,-0.003,-0.016
ESRX2016q3,0.0,0.74,-0.483,0.015,2.373,0.003,0.127,0.052000000000000005,0.019,0.9990000000000001,0.003,0.005,-0.052000000000000005,0.001,0.048,-0.165,-0.004,0.26,-0.055,0.006999999999999999,-0.225,0.013000000000000001
ESRX2016q4,0.0,0.335,2.293,0.281,0.519,-0.026000000000000002,0.040999999999999995,0.027999999999999997,0.16,-0.466,0.985,0.013999999999999999,0.006,0.016,0.11199999999999999,0.027999999999999997,0.006,-0.005,0.013999999999999999,-0.022000000000000002,-0.035,0.040999999999999995
ETN2016q3,1.0,0.529,-0.331,2.7110000000000003,0.096,-0.013999999999999999,0.003,-0.027000000000000003,0.036000000000000004,0.035,0.065,-0.013000000000000001,-0.049,0.003,0.038,-0.046,-0.0,0.036000000000000004,0.009000000000000001,-0.018000000000000002,-0.319,0.005
ETR2016q3,0.0,0.313,-1.064,0.845,0.391,0.207,0.746,0.355,1.012,-0.015,-0.313,0.009000000000000001,0.551,0.040999999999999995,0.127,-0.142,0.046,0.057,0.18,0.26899999999999996,-0.302,0.032
EXEL2016q3,1.0,-0.14300000000000002,-1.01,-0.902,-0.768,0.574,-1.2890000000000001,0.722,-0.695,-0.38,-0.695,-0.124,-0.094,0.15,0.192,0.046,-0.221,-0.718,4.124,0.716,0.017,-1.172
F2016q3,1.0,-0.218,1.331,0.159,-0.32899999999999996,-0.057,-0.6559999999999999,-0.324,-0.603,0.12300000000000001,-0.514,0.01,-0.047,-0.02,-0.065,-0.002,-0.024,-0.054000000000000006,-0.051,-0.09,0.054000000000000006,0.011000000000000001
F2016q4,0.0,0.192,-3.534,0.226,-0.45799999999999996,0.1,-3.2030000000000003,-0.163,-2.58,0.025,-1.818,-0.006,0.7509999999999999,0.013000000000000001,0.048,0.012,0.026000000000000002,0.037000000000000005,0.032,0.075,0.051,-0.073
FBHS2016q3,1.0,-0.0,0.08199999999999999,0.598,0.26,-0.027000000000000003,-0.025,0.006999999999999999,-0.02,-0.151,-0.013999999999999999,-0.0,0.027999999999999997,0.022000000000000002,-0.002,0.08199999999999999,0.013000000000000001,-0.009000000000000001,-0.001,-0.013999999999999999,-1.0,0.034
FCX2016q3,1.0,2.148,-1.102,-1.807,0.121,-0.121,-1.473,-1.855,-2.553,-0.046,-1.484,-0.023,-0.312,0.003,0.075,-0.011000000000000001,-0.017,-0.02,0.022000000000000002,0.163,0.042,0.182
FDX2017q1,1.0,-0.154,-1.067,-0.794,-0.49200000000000005,0.24,-5.0,0.076,-5.0,-0.042,-5.0,0.021,0.11199999999999999,-0.011000000000000001,-0.049,-0.067,-0.026000000000000002,-0.006999999999999999,-0.003,0.13,0.621,0.026000000000000002
FDX2017q2,0.0,0.023,-0.623,0.14,0.7140000000000001,0.036000000000000004,-0.077,0.008,-0.055999999999999994,0.053,-0.021,0.02,0.008,0.017,0.057,0.045,0.012,-0.013000000000000001,0.047,0.018000000000000002,-0.085,0.027999999999999997
FDX2017q3,1.0,0.037000000000000005,-5.0,-0.21,-0.9940000000000001,0.034,-0.122,-0.013000000000000001,-0.166,0.025,-0.19699999999999998,0.012,0.008,0.009000000000000001,-0.009000000000000001,-0.046,-0.006999999999999999,0.086,-0.021,0.004,0.047,0.045
FICO2016q4,1.0,-0.35700000000000004,1.3969999999999998,-0.092,-0.659,0.11900000000000001,-0.188,-0.063,-0.237,-0.069,-0.08199999999999999,0.098,-0.02,-0.005,-0.095,-0.017,-0.031,-0.043,0.081,-0.012,-0.094,0.044000000000000004
FICO2017q1,1.0,0.16,-0.768,-0.542,0.397,-0.057999999999999996,-0.222,-0.07400000000000001,-0.253,-0.022000000000000002,0.18100000000000002,-0.026000000000000002,-0.003,0.003,0.064,0.015,0.037000000000000005,0.05,-0.07200000000000001,-0.069,0.325,-0.055999999999999994
FIS2016q3,1.0,-0.084,0.937,0.027000000000000003,0.2,-0.046,0.406,0.109,0.556,0.054000000000000006,0.529,0.015,-0.09,-0.009000000000000001,-0.042,-0.16,-0.025,0.026000000000000002,-0.021,0.002,-0.358,0.017
FISV2016q3,1.0,0.152,0.866,0.099,0.9940000000000001,0.013999999999999999,0.019,0.011000000000000001,0.019,0.025,0.009000000000000001,0.023,0.0,0.011000000000000001,0.077,0.066,0.026000000000000002,0.017,0.022000000000000002,0.012,0.0,-0.027999999999999997
FLIR2016q3,1.0,-0.25,-1.821,-0.912,0.098,-0.025,0.24,0.044000000000000004,0.257,0.316,0.292,-0.017,-0.040999999999999995,-0.07400000000000001,-0.122,-0.405,-0.18600000000000003,-0.006999999999999999,0.10800000000000001,0.006,-0.943,0.004
FLO2016q3,1.0,-0.35,0.284,0.22,0.214,-0.003,-0.188,-0.033,-0.21600000000000003,0.23399999999999999,-0.214,0.013999999999999999,0.001,-0.003,-0.035,-0.261,-0.02,0.094,-0.032,-0.017,-0.9109999999999999,0.021
FLR2016q3,1.0,0.094,5.0,5.0,-5.0,0.026000000000000002,-0.948,-0.85,-1.015,-0.07200000000000001,-0.953,-0.013000000000000001,-0.484,0.008,0.016,0.025,0.018000000000000002,0.005,-0.004,-0.018000000000000002,-0.195,-0.011000000000000001
FLS2016q3,1.0,-0.019,0.084,0.38799999999999996,5.0,-0.034,-1.064,-0.183,-1.215,-0.009000000000000001,-1.3319999999999999,-0.006999999999999999,0.18899999999999997,-0.016,-0.017,-0.03,-0.009000000000000001,-0.005,-0.052000000000000005,-0.081,0.064,-0.027999999999999997
FMC2016q3,1.0,0.396,0.115,0.8859999999999999,-0.066,0.038,-0.078,-0.07200000000000001,-0.095,0.015,0.222,0.005,-0.08800000000000001,-0.012,-0.033,-0.033,-0.037000000000000005,-0.038,-0.015,-0.003,0.188,0.044000000000000004
FSLR2016q3,0.0,0.5429999999999999,-5.0,-5.0,-0.305,-0.325,5.0,-0.026000000000000002,5.0,-0.222,5.0,-0.002,-0.054000000000000006,0.07200000000000001,0.126,0.478,0.231,-0.004,0.049,-0.264,5.0,0.024
FUL2017q1,0.0,-0.18100000000000002,-5.0,5.0,-0.669,-0.105,-0.561,-0.172,-0.647,0.096,-0.622,-0.01,0.06,0.054000000000000006,0.026000000000000002,-0.17,0.09300000000000001,0.28800000000000003,0.02,-0.125,-0.599,0.012
GE2016q3,0.0,0.008,-0.721,-5.0,-1.2919999999999998,-0.065,-0.41100000000000003,-0.263,-0.45799999999999996,-0.275,-0.299,0.02,-0.111,-0.034,0.037000000000000005,-0.008,-0.034,-0.055999999999999994,-0.011000000000000001,-0.126,-0.005,-0.037000000000000005
GEF2017q1,1.0,0.03,-1.716,-0.29600000000000004,-1.308,-0.039,-0.41700000000000004,-0.11,-0.431,0.087,-0.365,-0.024,0.245,0.015,0.127,-0.059000000000000004,0.017,0.10300000000000001,-0.02,-0.054000000000000006,-0.24600000000000002,0.008
GGG2016q3,1.0,0.21600000000000003,1.524,-0.355,0.927,-0.076,0.04,-0.046,0.044000000000000004,-0.024,0.068,0.005,-0.11800000000000001,-0.02,-0.039,0.044000000000000004,-0.084,-0.172,-0.085,-0.06,-0.37,0.053
GILD2016q3,0.0,0.513,-3.202,0.193,-0.083,0.307,-0.031,-0.078,-0.027999999999999997,0.066,-0.048,0.044000000000000004,-0.066,0.133,0.16699999999999998,0.06,0.154,0.231,-0.11800000000000001,-0.035,0.0,0.086
GLW2016q3,1.0,-0.325,1.266,-1.065,0.247,0.04,1.166,0.095,-1.235,0.025,-0.871,0.019,-0.395,-0.06,-0.21100000000000002,-0.063,0.004,-0.001,0.065,0.062,-0.975,-0.096
GLW2016q4,1.0,0.09699999999999999,-0.836,0.043,1.187,0.013999999999999999,-0.193,-0.049,5.0,-0.098,4.535,-0.055999999999999994,0.21899999999999997,-0.032,0.067,0.19899999999999998,-0.098,-0.069,-0.1,-0.012,5.0,0.01
GM2016q3,1.0,-0.158,-0.42,1.014,0.08199999999999999,0.016,-0.006,-0.024,-0.023,0.006999999999999999,-0.032,0.036000000000000004,-0.043,0.034,0.025,0.085,0.036000000000000004,-0.006999999999999999,0.032,0.011000000000000001,0.195,0.025
GM2016q4,0.0,-0.187,1.327,-0.013999999999999999,-0.389,0.054000000000000006,-0.496,-0.157,-0.525,0.013999999999999999,-0.33799999999999997,0.032,0.21899999999999997,0.019,-0.004,0.032,0.028999999999999998,0.035,0.015,0.026000000000000002,0.14400000000000002,-0.02
GNRC2016q3,1.0,-0.284,0.402,-0.067,-0.183,-0.032,0.278,0.11,0.264,-0.006999999999999999,0.253,0.004,0.009000000000000001,-0.025,-0.039,0.028999999999999998,-0.008,-0.02,0.006999999999999999,0.016,0.595,-0.081
GPK2016q3,0.0,0.18100000000000002,-0.365,-0.385,-0.21899999999999997,0.016,-0.005,-0.066,-0.026000000000000002,0.099,-0.257,0.012,-0.149,0.0,0.008,0.008,-0.005,-0.01,-0.001,0.0,0.037000000000000005,0.02
GPK2016q4,1.0,0.293,2.0469999999999997,-0.503,0.6779999999999999,-0.047,-0.257,-0.017,-0.335,0.075,-0.396,-0.009000000000000001,0.204,-0.025,-0.054000000000000006,0.065,-0.019,-0.047,-0.14800000000000002,-0.042,-0.011000000000000001,-0.046
GPN2017q1,0.0,-0.064,-1.075,-0.9790000000000001,-1.531,0.33799999999999997,1.155,0.188,3.111,0.504,1.288,0.037000000000000005,0.031,-0.026000000000000002,-0.09300000000000001,-0.08199999999999999,-0.035,-0.021,0.022000000000000002,0.258,0.0,0.0
GPN2017q2,0.0,0.018000000000000002,-1.254,0.114,-0.757,0.012,-0.131,-0.006999999999999999,-0.55,0.218,-0.419,0.017,0.035,-0.012,-0.004,-0.01,-0.004,0.006,-0.067,0.002,0.255,-0.033
GPOR2016q3,0.0,-0.081,-0.321,0.127,0.74,0.165,-0.511,-2.591,-0.508,-0.205,-0.537,-0.057999999999999996,-0.11699999999999999,-0.05,0.003,0.006,-0.004,0.004,0.39799999999999996,-5.0,5.0,-0.084
GRA2016q3,0.0,0.052000000000000005,0.172,-0.872,0.133,0.087,-0.159,-0.028999999999999998,-0.081,0.0,0.023,0.004,0.011000000000000001,0.009000000000000001,0.054000000000000006,0.04,0.008,0.003,0.16699999999999998,0.036000000000000004,-0.039,0.011000000000000001
GT2016q3,1.0,-0.14300000000000002,-5.0,0.204,0.41700000000000004,-0.027000000000000003,-0.113,0.042,0.03,-0.135,0.569,0.011000000000000001,0.01,0.017,0.016,0.045,-0.001,-0.052000000000000005,0.07,-0.008,0.185,0.071
GT2016q4,1.0,0.161,1.861,0.099,2.549,-0.005,0.069,-0.083,0.061,-0.033,0.77,0.0,0.002,-0.037000000000000005,-0.13,0.004,-0.052000000000000005,-0.11900000000000001,-0.332,-0.027999999999999997,0.17,0.006999999999999999
GVA2016q3,1.0,-0.068,-0.16899999999999998,-4.113,-1.7730000000000001,0.31,1.183,0.47100000000000003,0.965,-0.048,1.626,-0.006,0.113,0.059000000000000004,0.09,0.11900000000000001,0.076,-0.005,0.146,0.33,0.0,0.040999999999999995
GWR2016q3,1.0,0.055999999999999994,0.7759999999999999,-0.204,0.539,-0.015,0.051,0.006,0.084,-0.023,0.17300000000000001,0.0,0.002,-0.001,0.001,-0.109,-0.018000000000000002,-0.027999999999999997,-0.006999999999999999,-0.001,-0.342,0.026000000000000002
