id,90dayPrice,cashandcashequivalents,cashfromfinancingactivities,cashfrominvestingactivities,cashfromoperatingactivities,costofrevenue,ebit,grossprofit,incomebeforetaxes,interestexpense,netincome,propertyplantequipmentnet,sellinggeneraladministrativeexpenses,totalassets,totalcurrentassets,totalliabilities,totalcurrentliabilities,totallongtermdebt,totalreceivablesnet,totalrevenue,totalshorttermdebt,totalstockholdersequity
AYI2017q1,0.0,0.092,-0.49,-0.965,-0.62,-0.061,-0.063,-0.105,-0.006999999999999999,0.025,-0.013999999999999999,0.021,-0.11599999999999999,0.005,0.025,-0.09300000000000001,-0.043,0.002,-0.08800000000000001,-0.08,0.5,0.042
AYI2017q2,1.0,0.027000000000000003,-2.9619999999999997,5.0,-0.15,-0.046,-0.147,-0.066,-0.213,-0.024,-0.17600000000000002,0.016,-0.017,0.012,0.006,-0.10300000000000001,-0.032,0.0,-0.040999999999999995,-0.055,0.0,0.043
B2016q3,1.0,-0.29,-2.171,5.0,-0.036000000000000004,0.006999999999999999,0.092,0.031,0.06,0.073,0.109,0.095,-0.015,0.071,0.02,0.16399999999999998,0.136,0.12,0.057,0.016,-0.293,0.021
BA2016q3,1.0,0.044000000000000004,0.42700000000000005,-0.327,0.004,-0.10800000000000001,-5.0,0.644,-5.0,0.11,-5.0,0.013999999999999999,0.145,-0.006999999999999999,-0.02,-0.027000000000000003,-0.024,-0.002,-0.017,-0.035,-0.45899999999999996,2.571
BA2016q4,1.0,-0.021,-0.28600000000000003,1.306,-0.11599999999999999,-0.022000000000000002,-0.045,-0.043,-0.045,-0.025,-0.284,0.006999999999999999,0.08199999999999999,0.012,0.004,0.034,0.027000000000000003,-0.026000000000000002,-0.064,-0.026000000000000002,-0.392,-0.609
BAH2017q1,0.0,-0.04,-0.54,-0.67,-0.8290000000000001,-0.035,0.237,0.03,0.23199999999999998,-0.003,0.035,-0.01,-0.092,0.01,0.017,-0.047,-0.009000000000000001,0.012,0.068,-0.001,-0.053,0.132
BAH2017q2,1.0,0.7070000000000001,4.736000000000001,0.185,5.0,0.002,-0.09,-0.038,-0.138,-0.172,-0.07400000000000001,-0.004,0.025,0.017,0.051,-0.006,-0.001,-0.001,-0.084,-0.02,-0.409,0.11699999999999999
BAH2017q3,1.0,0.138,-0.883,0.852,-0.679,-0.009000000000000001,-0.081,0.021,-0.053,-0.039,-0.115,0.043,0.035,0.024,0.068,0.035,0.008,-0.01,0.034,0.006999999999999999,0.25,0.10300000000000001
BAX2016q3,0.0,-0.013000000000000001,1.044,-0.018000000000000002,-0.35600000000000004,-0.078,1.735,0.102,-0.895,0.273,-0.893,-0.0,0.024,-0.012,-0.034,-0.3,-0.048,0.353,-0.040999999999999995,-0.01,-0.9940000000000001,0.02
BBY2017q3,0.0,-0.27899999999999997,-0.18600000000000003,-0.207,-0.866,0.042,0.08,0.068,0.09,-0.111,-0.02,0.001,0.066,0.09699999999999999,0.13699999999999998,0.201,0.151,-0.013000000000000001,0.268,0.048,0.0,-0.013000000000000001
BC2016q3,1.0,-0.113,0.494,0.384,-0.767,-0.11900000000000001,-0.243,-0.12300000000000001,-0.248,0.0,-0.21,0.042,-0.022000000000000002,-0.001,-0.02,-0.013999999999999999,-0.026000000000000002,0.0,-0.057,-0.12,-0.106,0.033
BCO2016q3,1.0,0.129,-1.151,0.38299999999999995,-0.14800000000000002,-0.003,1.262,0.136,1.536,0.040999999999999995,5.0,-0.008,-0.026000000000000002,0.017,0.044000000000000004,-0.013000000000000001,0.0,0.02,0.046,0.022000000000000002,0.024,0.098
BCPC2016q3,1.0,-0.027000000000000003,-0.21600000000000003,-0.281,-0.10400000000000001,0.016,-0.017,-0.039,-0.028999999999999998,-0.06,-0.01,-0.035,-0.055,-0.008,0.022000000000000002,-0.016,-0.061,-0.08900000000000001,0.026000000000000002,-0.002,0.0,0.040999999999999995
BDX2017q1,1.0,-0.40399999999999997,0.973,-1.137,-0.551,-0.124,5.0,-0.064,5.0,0.0,5.0,-0.019,-0.109,-0.05,-0.185,0.039,-0.068,-0.14300000000000002,-0.062,-0.096,0.972,-0.006999999999999999
BERY2017q1,0.0,0.025,-0.542,0.049,-0.507,-0.084,-0.033,-0.017,-0.048,-0.013999999999999999,-0.33799999999999997,-0.019,0.027000000000000003,-0.019,-0.027000000000000003,-0.049,-0.022000000000000002,-0.0,-0.11599999999999999,-0.07200000000000001,0.0,0.115
BFAM2016q3,1.0,-0.5670000000000001,-0.988,1.681,-0.7040000000000001,-0.018000000000000002,-0.21,-0.124,-0.261,0.019,-0.26,0.023,-0.027999999999999997,0.01,-0.028999999999999998,-0.035,0.001,-0.002,0.157,-0.045,0.01,0.028999999999999998
BG2016q3,0.0,-0.45799999999999996,-2.323,0.22,-2.733,0.086,0.022000000000000002,0.049,0.043,0.237,-0.025,0.017,0.069,-0.09300000000000001,-0.14,-0.19699999999999998,-0.132,0.017,-0.002,0.084,-0.48700000000000004,-0.006
BGS2016q3,1.0,1.237,-5.0,0.441,-1.103,0.031,0.039,0.052000000000000005,0.053,-0.025,0.071,0.026000000000000002,0.253,0.106,0.551,0.86,0.045,-0.005,0.14400000000000002,0.039,5.0,0.293
BID2016q3,1.0,-0.146,-1.158,-0.297,-1.206,-0.084,-1.514,-0.7959999999999999,-1.597,-0.012,-1.6119999999999999,-0.005,-0.055,-0.161,-0.27899999999999997,-0.40700000000000003,-0.177,0.025,-0.413,-0.6940000000000001,-0.508,-0.09699999999999999
BIO2016q3,1.0,-0.002,-0.046,-0.102,1.483,-0.031,0.247,-0.003,-0.155,0.0,0.022000000000000002,0.037000000000000005,-0.02,0.037000000000000005,0.025,0.079,0.045,0.0,0.004,-0.016,0.01,0.034
BLKB2016q3,1.0,0.079,1.8259999999999998,0.297,0.99,-0.003,-0.046,0.032,-0.046,-0.028999999999999998,0.14300000000000002,-0.031,0.065,-0.073,-0.213,-0.13,-0.10099999999999999,-0.071,-0.201,0.016,0.0,0.05
BLL2016q3,0.0,-0.899,-2.193,-1.651,-2.1109999999999998,0.465,-0.583,0.099,-0.8220000000000001,0.951,-1.0,0.01,0.28600000000000003,-0.32,-0.593,-0.716,-0.375,-0.062,-0.063,0.387,-0.8809999999999999,-0.005
BMRN2016q3,1.0,1.3119999999999998,5.0,-5.0,-0.77,-0.017,-0.895,-0.078,-0.8859999999999999,0.004,-0.899,0.006999999999999999,0.084,0.245,0.507,0.035,0.023,0.012,0.008,-0.067,-0.013999999999999999,0.38
BMS2016q3,1.0,0.28,-2.9330000000000003,-0.669,0.946,-0.002,0.306,0.036000000000000004,0.345,0.079,0.348,0.009000000000000001,-0.046,-0.004,-0.016,0.064,0.0,-0.03,-0.09,0.006,-0.198,-0.011000000000000001
BR2017q2,0.0,0.036000000000000004,-1.271,-0.9109999999999999,-1.9380000000000002,-0.013999999999999999,-0.11,0.042,-0.113,0.019,-0.10400000000000001,0.113,0.132,0.008,0.015,-0.006,0.048,0.08,0.032,-0.003,0.0,-0.062
BRCD2017q1,0.0,-0.021,-0.6809999999999999,-0.315,-1.018,-0.096,-0.948,-0.127,-1.159,-0.034,-1.085,-0.018000000000000002,0.042,-0.012,-0.02,-0.094,-0.037000000000000005,-0.01,-0.077,-0.115,0.0,0.012
BSX2016q3,1.0,-0.45899999999999996,-1.157,1.01,-1.074,-0.07,-2.042,0.016,-1.6469999999999998,-0.017,-2.101,0.009000000000000001,-0.009000000000000001,-0.008,-0.045,-0.052000000000000005,-0.035,-0.0,-0.001,-0.01,0.0,0.042
BWA2016q3,1.0,0.048,0.152,-0.09699999999999999,-0.29600000000000004,-0.049,-0.442,-0.052000000000000005,-0.48100000000000004,0.047,-0.493,0.006,0.037000000000000005,0.002,0.026000000000000002,0.019,-0.002,-0.013999999999999999,-0.024,-0.049,0.02,0.008
BWA2016q4,1.0,-0.145,3.2710000000000004,-0.456,0.917,0.009000000000000001,-4.047,0.063,-4.675,-0.129,-4.521,-0.006999999999999999,0.035,-0.019,-0.115,-0.14400000000000002,0.06,-0.022000000000000002,-0.042,0.02,-0.665,-0.133
BYD2016q3,1.0,-0.746,5.0,5.0,0.21,0.002,-0.156,-0.059000000000000004,-0.294,-0.10800000000000001,5.0,0.026000000000000002,0.023,-0.077,-0.633,0.08,-0.16899999999999998,-0.185,-0.01,-0.024,0.017,0.6
CA2017q1,0.0,-0.013000000000000001,0.6,-0.182,-0.6579999999999999,-0.023,0.047,-0.006,0.049,0.0,0.138,-0.054000000000000006,-0.038,-0.027000000000000003,-0.059000000000000004,-0.08800000000000001,-0.059000000000000004,-0.001,-0.312,-0.01,-0.33299999999999996,0.009000000000000001
CA2017q2,1.0,-0.069,-0.049,-0.111,-1.36,-0.053,0.096,0.038,0.105,-0.067,0.071,-0.031,-0.033,-0.02,-0.051,-0.087,-0.059000000000000004,0.0,0.035,0.019,0.0,0.019
CA2017q3,1.0,0.094,-0.321,5.0,-5.0,0.005,-0.037000000000000005,-0.015,-0.046,0.14300000000000002,-0.019,-0.013999999999999999,0.113,0.031,0.107,0.08800000000000001,0.055999999999999994,0.0,0.247,-0.011000000000000001,0.0,0.009000000000000001
CAB2016q3,0.0,-0.748,-0.9740000000000001,0.381,-0.569,0.109,-0.273,0.022000000000000002,-0.292,-0.27,-0.252,-0.006999999999999999,0.081,0.013000000000000001,0.018000000000000002,0.046,0.013000000000000001,-0.006999999999999999,-0.253,0.07200000000000001,0.0,0.016
CACI2017q1,1.0,0.012,0.9690000000000001,-1.692,0.086,-0.036000000000000004,-0.141,-0.037000000000000005,-0.16399999999999998,-0.013999999999999999,-0.159,0.027999999999999997,-0.005,-0.019,-0.066,-0.11199999999999999,-0.047,-0.040999999999999995,-0.095,-0.036000000000000004,0.0,0.024
CACI2017q2,0.0,0.46299999999999997,-0.33299999999999996,-3.747,0.34299999999999997,-0.031,0.152,0.021,0.188,-0.013000000000000001,0.157,0.034,-0.013999999999999999,-0.004,-0.001,-0.006,-0.028999999999999998,-0.039,-0.013000000000000001,-0.015,0.25,0.031
CAG2017q1,0.0,-0.048,5.0,-3.883,-0.305,-0.48700000000000004,0.361,-0.41700000000000004,0.457,-0.05,0.583,0.01,-0.693,-0.040999999999999995,-0.047,-0.066,-0.057999999999999996,-0.095,0.012,-0.47,-0.14300000000000002,0.001
CAG2017q2,1.0,0.815,-1.89,-1.5959999999999999,-0.336,-0.259,-0.48100000000000004,-0.106,-0.542,-0.083,-0.344,-0.39,0.485,-0.11,-0.018000000000000002,-0.262,-0.235,-0.278,-0.174,-0.217,-0.545,0.196
CAG2017q3,0.0,-0.526,-2.562,-0.8240000000000001,0.40700000000000003,-0.055999999999999994,0.182,-0.040999999999999995,0.285,-0.155,0.47200000000000003,-0.008,-0.163,-0.081,-0.24100000000000002,-0.10300000000000001,-0.1,-0.11599999999999999,-0.14,-0.051,-0.44299999999999995,-0.051
CAH2017q1,1.0,-0.151,-0.26899999999999996,-0.7240000000000001,-0.838,0.025,-0.13699999999999998,-0.046,-0.142,0.0,-0.069,0.015,-0.052000000000000005,0.008,0.015,0.015,0.012,-0.006999999999999999,0.040999999999999995,0.021,0.049,-0.006
CAH2017q2,0.0,-0.06,0.531,0.155,4.327,0.036000000000000004,0.013000000000000001,0.008,-0.006,0.0,0.049,0.018000000000000002,-0.011000000000000001,0.018000000000000002,0.039,0.051,0.028999999999999998,-0.012,-0.023,0.035,-0.021,-0.028999999999999998
CAR2016q3,0.0,0.8690000000000001,-1.9909999999999999,-1.1740000000000002,0.7240000000000001,0.085,1.3419999999999999,0.462,3.7260000000000004,-0.008,4.806,-0.114,0.01,-0.05,0.14,0.158,-0.07,-0.095,0.08199999999999999,0.184,5.0,0.39799999999999996
CAVM2016q3,1.0,0.37,-5.0,5.0,-2.548,2.4,5.0,-0.33799999999999997,5.0,5.0,0.9390000000000001,0.8809999999999999,1.855,2.804,0.8059999999999999,1.6369999999999998,5.0,5.0,0.764,0.569,3.6910000000000003,1.227
CBT2017q1,0.0,-0.055,-0.69,-0.324,0.052000000000000005,0.009000000000000001,0.051,-0.071,0.106,-0.071,0.038,-0.042,-0.192,-0.038,-0.081,-0.003,-0.015,-0.005,-0.11199999999999999,-0.013000000000000001,0.0,-0.069
CCI2016q3,0.0,-0.228,-1.79,-0.608,-0.196,0.049,0.057,0.02,0.15,0.004,0.14300000000000002,0.005,-0.016,0.001,0.027000000000000003,0.025,0.013999999999999999,0.013000000000000001,0.20600000000000002,0.031,0.01,-0.027999999999999997
CCK2016q3,0.0,0.42200000000000004,-0.83,0.33799999999999997,-0.335,0.047,0.068,0.264,0.055999999999999994,0.017,0.083,0.017,-0.043,0.019,0.045,-0.011000000000000001,0.004,0.017,0.127,0.086,-0.377,0.475
CCL2017q1,1.0,-0.275,2.727,-0.324,-0.09,0.05,-0.384,-0.161,-0.423,-0.073,-0.42100000000000004,-0.003,-0.06,-0.006,-0.054000000000000006,0.055999999999999994,-0.018000000000000002,-0.067,0.03,-0.037000000000000005,0.18100000000000002,0.003
CDNS2016q3,0.0,-0.217,0.06,0.7909999999999999,0.051,-0.084,-0.001,-0.004,-0.004,0.027000000000000003,0.312,0.02,-0.075,-0.077,-0.177,-0.059000000000000004,-0.027000000000000003,0.0,-0.027999999999999997,-0.015,0.0,-0.138
CDNS2016q4,1.0,-0.113,-0.031,-1.3969999999999998,1.331,0.34299999999999997,-0.205,0.009000000000000001,-0.179,0.051,-0.405,-0.008,0.006999999999999999,-0.044000000000000004,-0.114,0.102,0.069,0.0,0.034,0.051,0.0,-0.2
CE2016q3,1.0,0.703,-2.023,-0.14300000000000002,-0.129,-0.044000000000000004,0.025,0.05,0.0,-0.067,0.18600000000000003,-0.003,0.141,0.062,0.213,0.01,0.071,0.18600000000000003,-0.004,-0.021,-0.22699999999999998,0.042
CE2016q4,0.0,-0.49,-2.102,3.574,-1.155,0.022000000000000002,-0.528,-0.09300000000000001,-0.521,0.036000000000000004,-0.389,-0.0,1.272,-0.046,-0.17,-0.019,-0.046,-0.011000000000000001,0.019,-0.009000000000000001,0.28300000000000003,-0.045
CE2017q1,1.0,-0.215,-0.075,-0.741,-5.0,0.131,0.65,0.09300000000000001,0.6779999999999999,0.0,0.14400000000000002,-0.002,-0.5489999999999999,-0.008,-0.034,-0.057999999999999996,-0.016,-0.013000000000000001,0.076,0.122,-0.09300000000000001,0.009000000000000001
CELG2016q4,1.0,0.11699999999999999,-1.338,5.0,0.8590000000000001,0.054000000000000006,1.26,-0.003,0.943,-0.005,1.5019999999999998,0.043,-0.019,0.05,0.135,0.11699999999999999,0.018000000000000002,-0.001,0.022000000000000002,-0.001,-0.001,0.168
CFX2016q3,1.0,0.038,-0.379,0.6,0.111,-0.08,-0.309,-0.085,-0.32,-0.22,-0.29600000000000004,-0.005,-0.066,-0.005,0.009000000000000001,-0.012,-0.012,-0.015,0.018000000000000002,-0.08199999999999999,0.084,0.003
CFX2016q4,0.0,0.157,1.774,1.493,2.194,0.068,0.306,0.048,0.385,-0.20600000000000002,0.35,-0.044000000000000004,-0.009000000000000001,-0.024,-0.01,0.03,-0.023,-0.067,-0.009000000000000001,0.062,-0.111,-0.026000000000000002
CHD2016q3,0.0,0.10099999999999999,0.867,-0.032,0.672,0.012,0.11800000000000001,-0.03,0.127,-0.042,0.111,-0.003,-0.142,-0.006,-0.016,-0.152,-0.059000000000000004,-0.002,-0.049,-0.008,-0.396,0.054000000000000006
CHDN2016q3,1.0,0.033,-0.88,-0.485,-0.778,-0.163,-0.772,-0.564,-0.855,0.0,-0.875,-0.008,0.122,-0.01,-0.04,-0.094,-0.025,-0.006999999999999999,-0.174,-0.308,-0.078,0.023
CHE2016q3,1.0,0.218,-0.261,0.19,-0.171,0.02,0.11800000000000001,-0.027999999999999997,0.071,0.048,0.078,0.013000000000000001,-0.052000000000000005,-0.012,-0.095,0.0,-0.092,-0.268,-0.131,0.006,0.083,0.055999999999999994
CHK2016q3,1.0,0.0,-1.37,-3.759,2.958,0.015,-0.332,-2.524,-0.341,0.177,-0.34,-0.053,0.033,-0.071,-0.114,-0.045,0.013999999999999999,0.047,-0.062,0.40299999999999997,-0.36200000000000004,5.0
CHRW2016q3,1.0,0.084,-2.555,5.0,-0.095,0.034,-0.096,-0.06,-0.10400000000000001,0.185,-0.098,0.069,-0.037000000000000005,0.094,0.047,0.207,0.14800000000000002,0.0,0.05,0.017,0.475,0.005
CIEN2017q1,1.0,-0.10800000000000001,-0.831,-4.128,-1.192,-0.126,-0.68,-0.141,-0.9009999999999999,-0.011000000000000001,-0.894,0.016,-0.063,-0.008,-0.008,-0.055999999999999994,-0.026000000000000002,-0.006,0.034,-0.132,-0.196,0.042
CLGX2016q3,0.0,0.092,-1.439,-0.965,0.659,0.040999999999999995,0.12300000000000001,0.055,-0.154,-0.215,-0.132,-0.026000000000000002,0.021,-0.002,0.009000000000000001,0.11800000000000001,0.008,-0.036000000000000004,0.036000000000000004,0.047,0.9940000000000001,-0.027000000000000003
CLR2016q3,1.0,0.177,4.888,-0.7959999999999999,0.6729999999999999,-0.10300000000000001,-0.5329999999999999,0.222,-0.08900000000000001,0.002,-0.08199999999999999,-0.033,0.225,-0.034,-0.057999999999999996,-0.019,-0.039,-0.045,-0.05,0.166,0.008,-0.024
CLX2017q1,1.0,0.017,5.0,-0.8240000000000001,-0.486,-0.08,0.049,-0.12,0.048,0.048,0.085,0.012,-0.213,-0.012,-0.046,-0.023,-0.01,-0.004,-0.132,-0.098,0.182,-0.027000000000000003
CLX2017q2,1.0,0.015,-0.6629999999999999,-0.034,-0.41200000000000003,-0.032,-0.032,-0.017,-0.14,0.0,-0.168,-0.013999999999999999,-0.009000000000000001,0.023,0.094,0.33799999999999997,0.028999999999999998,-0.223,0.04,-0.026000000000000002,0.875,-0.066
CMC2017q1,0.0,-0.10099999999999999,0.188,0.004,-1.012,-0.094,5.0,-0.215,-1.9,0.057999999999999996,-5.0,-0.002,-0.139,-0.040999999999999995,-0.066,-0.098,-0.052000000000000005,-0.004,-0.064,-0.11,-0.002,-0.027000000000000003
CMC2017q2,0.0,-0.15,-0.366,1.661,-5.0,0.05,1.252,0.20600000000000002,3.033,-0.064,3.8339999999999996,0.053,-0.016,0.043,0.039,0.135,0.057999999999999996,-0.004,0.08,0.069,-0.002,0.024
CMCSA2016q3,1.0,-0.39799999999999996,-2.287,1.669,0.033,0.275,0.092,0.039,0.113,0.026000000000000002,0.10300000000000001,0.022000000000000002,-0.047,0.035,0.031,0.025,0.047,0.085,0.12300000000000001,0.106,0.136,0.006999999999999999
CMCSA2016q4,1.0,0.17600000000000002,-1.432,-0.491,0.396,-0.067,-0.04,0.012,0.005,0.006999999999999999,0.026000000000000002,0.017,0.075,0.013999999999999999,0.07400000000000001,0.19399999999999998,0.016,-0.027000000000000003,0.055999999999999994,-0.013999999999999999,0.644,0.009000000000000001
CMI2016q3,1.0,0.19699999999999998,-0.418,5.0,0.233,-0.067,-0.353,-0.099,-0.368,0.0,-0.28800000000000003,-0.006999999999999999,-0.021,0.008,0.021,0.038,0.005,-0.013000000000000001,-0.047,-0.075,0.385,0.011000000000000001
CMI2016q4,1.0,-0.105,1.47,0.643,0.085,0.08800000000000001,0.419,0.038,0.43200000000000005,0.125,0.308,0.033,0.012,-0.008,-0.011000000000000001,0.004,-0.008,-0.016,0.046,0.075,-0.191,-0.009000000000000001
CMP2016q3,1.0,3.662,5.0,-0.021,-1.7469999999999999,0.048,0.258,0.094,0.4,-0.036000000000000004,0.444,0.019,-0.004,0.26899999999999996,0.973,0.048,0.47600000000000003,0.614,0.601,0.06,1.125,-0.025
CNK2016q3,1.0,-0.09699999999999999,-0.298,0.14800000000000002,-0.419,0.023,0.12,0.048,0.17,-0.022000000000000002,0.218,0.013999999999999999,-0.004,-0.009000000000000001,-0.10300000000000001,-0.18600000000000003,-0.024,-0.002,-0.19899999999999998,0.032,0.064,0.027999999999999997
CNX2016q3,0.0,-0.17800000000000002,-0.722,1.436,0.737,-0.079,-0.337,0.9309999999999999,-1.3459999999999999,-0.002,-1.054,-0.023,0.7190000000000001,-0.022000000000000002,-0.022000000000000002,-0.07,-0.043,0.003,-0.015,0.11900000000000001,-0.23800000000000002,0.005
COG2016q3,1.0,-0.031,-0.5710000000000001,0.254,0.315,-0.021,-1.088,0.6,-0.83,-0.022000000000000002,-0.8370000000000001,-0.008,-0.023,-0.006999999999999999,-0.005,-0.139,-0.009000000000000001,0.0,0.12,0.258,-1.0,-0.005
COKE2016q3,1.0,0.099,-1.268,-0.628,-0.124,0.002,-0.273,0.023,0.38299999999999995,-0.138,0.479,0.022000000000000002,0.085,0.004,-0.017,0.005,-0.006,-0.013000000000000001,-0.033,0.01,0.015,0.085
COL2017q1,1.0,-0.094,-1.357,0.086,-1.202,-0.171,-0.28300000000000003,-0.182,-0.314,0.25,-0.303,-0.003,0.013000000000000001,0.0,-0.0,-0.002,-0.022000000000000002,-0.019,-0.061,-0.174,0.243,0.06
CONE2016q3,1.0,-0.16699999999999998,1.371,0.057999999999999996,0.214,0.21899999999999997,-0.109,0.046,-0.479,0.2,-0.516,0.102,-0.026000000000000002,0.07400000000000001,0.051,0.214,0.013000000000000001,-0.027999999999999997,0.099,0.105,0.092,0.161
COO2017q1,1.0,-0.096,-1.8119999999999998,3.032,-0.439,-0.162,0.223,0.055,0.163,0.37200000000000005,0.253,0.002,-0.003,0.04,-0.054000000000000006,-0.035,0.035,0.084,-0.002,-0.038,-0.012,0.044000000000000004
COP2016q3,1.0,0.429,-0.69,-1.13,0.017,0.261,-0.107,0.08900000000000001,-0.075,0.07400000000000001,-0.028999999999999998,-0.032,0.21600000000000003,-0.018000000000000002,0.040999999999999995,0.026000000000000002,-0.006999999999999999,0.0,0.001,0.2,0.004,-0.037000000000000005
COST2017q1,1.0,0.42200000000000004,0.9940000000000001,-0.361,-5.0,-0.233,-0.287,-0.22399999999999998,-0.284,-0.256,-0.3,0.006999999999999999,-0.205,0.102,0.22,0.23,0.165,-0.032,0.196,-0.231,0.054000000000000006,-0.009000000000000001
COST2017q2,1.0,-0.013000000000000001,-0.75,-0.39399999999999996,-0.823,0.067,-0.006,0.006999999999999999,-0.044000000000000004,0.069,-0.055,0.011000000000000001,0.013999999999999999,-0.025,-0.06,-0.016,-0.055999999999999994,-0.284,0.066,0.059000000000000004,0.9470000000000001,0.039
COTY2017q1,0.0,0.015,-5.0,5.0,-1.2670000000000001,-0.045,-2.675,0.042,-1.162,0.542,-1.0,0.042,-0.10300000000000001,0.013000000000000001,0.087,0.015,0.031,0.052000000000000005,0.125,0.004,-0.032,-0.303
COTY2017q2,0.0,1.485,0.27699999999999997,1.0590000000000002,-5.0,1.006,-1.274,1.21,-5.0,0.433,5.0,1.131,1.444,2.043,0.855,0.6659999999999999,0.75,0.498,0.887,1.126,0.192,5.0
CPB2017q1,0.0,-0.02,-0.195,-0.5670000000000001,-0.12300000000000001,0.193,-5.0,0.54,-5.0,0.0,-4.605,-0.011000000000000001,-0.125,0.026000000000000002,0.125,0.08,0.022000000000000002,-0.006999999999999999,0.34299999999999997,0.305,0.057999999999999996,0.042
CPB2017q2,0.0,0.066,0.9940000000000001,0.5379999999999999,1.018,-0.011000000000000001,-0.551,-0.019,-0.5870000000000001,0.0,-0.654,-0.002,0.071,-0.057999999999999996,-0.11599999999999999,-0.11699999999999999,-0.054000000000000006,-0.002,-0.151,-0.013999999999999999,-0.081,-0.075
CPN2016q3,0.0,1.609,-0.321,1.538,5.0,0.895,2.3280000000000003,1.683,-5.0,0.006,-5.0,-0.02,-0.057,0.001,0.13,-0.10099999999999999,-0.02,-0.002,0.113,1.023,0.0,0.109
CPN2016q4,0.0,-0.255,-5.0,5.0,-0.336,-0.22,-0.8490000000000001,-0.7240000000000001,-0.79,0.006,-0.919,-0.004,0.03,0.07400000000000001,0.193,0.6,0.086,-0.017,0.047,-0.32799999999999996,2.7969999999999997,0.02
CPRT2017q1,1.0,0.081,-0.754,0.306,-0.402,0.05,-0.013000000000000001,0.027000000000000003,-0.033,-0.098,0.9890000000000001,0.028999999999999998,0.147,0.073,0.263,0.28300000000000003,0.1,0.015,0.42200000000000004,0.04,1.248,0.043
CPRT2017q2,1.0,0.039,0.41100000000000003,0.382,0.09300000000000001,0.01,0.039,0.01,-0.024,0.031,-0.605,0.05,-0.064,0.04,0.045,-0.033,-0.018000000000000002,-0.012,0.046,0.01,-0.146,0.109
CR2016q3,1.0,0.067,-5.0,-0.23399999999999999,-0.068,0.0,0.012,-0.069,0.015,0.0,-0.069,0.005,-0.12,-0.006999999999999999,0.001,-0.075,-0.036000000000000004,0.0,-0.019,-0.025,-0.6629999999999999,0.043
CRL2016q3,1.0,-0.316,-1.202,-0.982,-0.015,0.019,0.013000000000000001,-0.079,-0.021,-0.205,0.07200000000000001,-0.021,-0.14800000000000002,-0.026000000000000002,-0.067,-0.003,-0.052000000000000005,-0.07400000000000001,0.040999999999999995,-0.019,-0.235,0.044000000000000004
CRL2016q4,0.0,0.113,-0.777,5.0,0.6409999999999999,0.065,0.175,0.151,0.19699999999999998,0.061,0.184,-0.015,0.15,0.008,0.003,0.043,0.028999999999999998,-0.021,0.012,0.096,0.052000000000000005,-0.036000000000000004
CSCO2017q1,1.0,0.125,-3.108,0.603,-0.285,-0.042,-0.129,-0.011000000000000001,-0.13,0.1,-0.175,-0.002,-0.001,0.038,0.055999999999999994,-0.068,0.083,0.251,-0.076,-0.023,-0.001,-0.003
CSCO2017q2,0.0,0.27,-1.518,-1.077,0.382,-0.037000000000000005,0.006,-0.077,0.003,0.121,0.011000000000000001,-0.022000000000000002,-0.099,-0.0,0.003,-0.022000000000000002,-0.006999999999999999,-0.005,-0.042,-0.062,0.071,0.006
CSGP2016q3,1.0,0.125,-1.044,-0.716,0.805,-0.011000000000000001,0.408,0.038,0.45,0.018000000000000002,0.49,-0.013000000000000001,-0.043,0.022000000000000002,0.113,0.155,0.024,-0.027999999999999997,0.054000000000000006,0.027999999999999997,0.848,0.021
CSRA2017q1,0.0,0.023,-0.447,-0.204,-0.124,-0.192,-2.803,3.175,-1.9909999999999999,0.034,-1.903,-0.03,0.077,-0.013000000000000001,-0.018000000000000002,-0.085,-0.025,-0.017,-0.011000000000000001,-0.027999999999999997,-0.32899999999999996,0.8909999999999999
CSRA2017q2,1.0,-0.489,-0.345,0.11599999999999999,-0.647,-0.008,0.124,0.065,0.17,-0.033,0.16899999999999998,0.019,-0.018000000000000002,-0.003,0.005,0.028999999999999998,-0.015,-0.021,0.08900000000000001,0.006999999999999999,0.105,0.455
CSRA2017q3,0.0,1.382,0.47200000000000003,-0.43799999999999994,3.127,-0.11900000000000001,0.565,0.271,0.645,0.24100000000000002,0.6579999999999999,0.11800000000000001,-0.109,0.025,0.022000000000000002,-0.001,-0.002,0.013000000000000001,-0.083,-0.032,-0.19,0.727
CST2016q3,0.0,-0.02,5.0,-4.315,-0.336,-0.038,0.321,0.054000000000000006,5.0,-0.111,5.0,0.037000000000000005,0.10800000000000001,0.01,-0.073,-0.21899999999999997,-0.061,-0.036000000000000004,0.0,-0.027000000000000003,-0.711,0.253
CSX2016q3,1.0,0.065,-0.071,-0.21100000000000002,0.069,-0.013999999999999999,0.001,0.008,0.011000000000000001,-0.013999999999999999,0.022000000000000002,0.006,0.015,0.004,-0.028999999999999998,-0.008,0.004,-0.002,0.013999999999999999,0.002,-0.002,0.004
CTAS2017q1,1.0,-0.28800000000000003,-0.644,0.371,-0.066,-0.01,0.02,0.054000000000000006,0.028999999999999998,-0.102,0.055,0.039,0.066,0.015,0.003,-0.128,-0.036000000000000004,-0.005,0.038,0.018000000000000002,-0.345,0.079
CTAS2017q2,1.0,0.447,0.09300000000000001,-1.085,-0.085,0.021,-0.02,-0.021,-0.017,-0.064,0.017,0.033,-0.024,0.011000000000000001,0.004,0.053,0.004,0.0,0.038,0.002,-0.597,0.019
