id,cashandcashequivalents,cashfromfinancingactivities,cashfrominvestingactivities,cashfromoperatingactivities,costofrevenue,ebit,grossprofit,incomebeforetaxes,interestexpense,netincome,propertyplantequipmentnet,sellinggeneraladministrativeexpenses,totalassets,totalcurrentassets,totalliabilities,totalcurrentliabilities,totallongtermdebt,totalreceivablesnet,totalrevenue,totalshorttermdebt,totalstockholdersequity,
NNI2012q3,0.665,4.49,7.072,0.637,0.043,-0.11,-0.011,-0.047,-0.034,-0.037,-0.04,-0.04,-0.005,0.027
NNI2012q4,-0.295,-3.131,-3.346,-0.61,0.577,0.538,-0.027,0.048,0.09,0.095,0.097,0.101,0.233,-0.009
NNI2013q1,-0.242,-0.984,-0.938,1.195,0.151,0.202,-0.024,-0.015,0.001,-0.001,0.001,0.002,0.058,0.052
NNI2013q2,0.37,-14.751,-4.044,-0.198,0.466,0.487,0.106,-0.01,-0.013,-0.017,-0.017,-0.012,0.215,0.076
NNI2013q3,-0.251,-1.248,-1.442,-0.275,-0.403,-0.379,-0.04,0.027,0.009,0.007,0.007,0.006,-0.225,0.044
NNI2013q4,0.231,-6.051,-3.231,2.735,0.162,0.122,0.025,0.07,0.046,0.046,0.044,0.048,0.095,0.048
NNI2014q1,0.693,-0.33,-0.154,-0.52,0.058,0.046,-0.016,0.007,-0.01,-0.013,-0.014,-0.012,0.009,0.048
NNI2014q2,-0.14,-4.721,-5.453,-0.234,0.034,0.016,0.066,0.027,0.141,0.147,0.153,0.146,0.042,0.044
NNI2014q3,-0.19,-1.518,-1.408,0.571,0.111,0.136,0.258,0.134,-0.021,-0.025,-0.026,-0.022,0.077,0.049
NNI2014q4,0.75,-0.345,-0.276,-0.115,-0.212,-0.136,0.028,-0.008,-0.02,-0.023,-0.025,-0.024,-0.122,0.041
NNI2015q1,-0.233,-0.606,-0.929,0.37,-0.015,-0.12,0.111,0.007,-0.005,-0.007,-0.008,-0.004,-0.005,0.032
NNI2015q2,0.822,0.424,8.189,-0.516,0.087,0.095,-0.058,-0.037,0.01,0.009,0.009,0.007,0.044,0.013
NNI2015q3,-0.372,1.591,0.791,0.842,-0.317,-0.31,-0.028,0.075,0.026,0.027,0.027,0.031,-0.133,0.017
NNI2015q4,-0.445,-0.004,0.087,-0.272,0.723,0.703,0.723,0.026,-0.02,-0.023,-0.025,-0.022,0.26,0.027
NNI2016q1,-0.197,0.202,0.282,0.244,-0.446,-0.425,0.102,-0.025,-0.027,-0.029,-0.027,-0.028,-0.259,-0.003
NNI2016q2,0.161,0.136,0.233,-0.323,-0.431,-0.455,0.083,-0.037,-0.03,-0.032,-0.035,-0.036,-0.192,0.01
NNI2016q3,0.133,0.154,0.15,0.182,2.205,2.223,0.119,0.046,-0.036,-0.042,-0.041,-0.035,0.607,0.039
NNI2016q4,0.037,-0.406,-0.424,-0.205,0.159,0.167,0.151,0.067,-0.018,-0.023,-0.026,-0.028,0.126,0.045
NNI2017q1,0.553,0.648,0.766,0.111,-0.499,-0.491,0.156,0.057,-0.038,-0.043,-0.044,-0.036,-0.287,0.023
ON2012q3,-0.186,-0.647,-4.646,-0.799,0.002,0.658,-0.079,0.292,-0.035,0.812,0.025,-0.078,-0.027,-0.061,-0.088,-0.042,-0.003,-0.055,-0.026,-0.017,-0.004
ON2012q4,0.155,0.682,-1.338,10.479,-0.025,-4.036,-0.139,-7.91,-0.066,-12.584,-0.104,0.049,-0.093,-0.077,-0.028,-0.089,-0.18,-0.139,-0.062,0.355,-0.099
ON2013q1,0.103,-0.22,0.881,-0.376,-0.04,-1.278,-0.001,-1.187,-0.205,-1.156,-0.008,-0.106,-0.029,-0.045,-0.147,-0.06,0.074,0.026,-0.028,-0.313,0.017
ON2013q2,-0.262,-0.373,-5.05,-0.352,0.0,0.35,0.133,0.794,-0.079,1.111,0.007,0.099,0.003,0.003,0.003,-0.023,-0.029,0.11,0.041,-0.047,0.036
ON2013q3,-0.067,-0.161,-0.665,0.085,0.021,0.322,0.075,0.236,-0.011,0.086,-0.008,-0.057,0.002,0.015,0.002,-0.016,-0.039,0.028,0.039,0.077,0.025
ON2013q4,0.379,-0.02,-1.955,1.12,0.018,-0.212,-0.022,-0.223,0.087,-0.454,-0.017,0.036,0.014,0.037,-0.067,0.013,0.153,-0.085,0.004,-0.271,0.015
ON2014q1,0.103,0.14,-0.697,-0.41,-0.034,0.334,0.019,0.402,-0.19,0.968,0.007,0.048,-0.002,0.018,0.006,-0.013,-0.019,0.088,-0.016,-0.044,0.011
ON2014q2,0.066,-0.272,-6.832,1.024,0.046,0.228,0.12,0.271,-0.025,0.689,0.056,0.084,0.04,0.014,0.055,0.018,-0.015,0.048,0.072,-0.025,0.066
ON2014q3,-0.178,-9.659,4.045,-0.391,0.152,-0.346,0.01,-0.402,0.089,-0.57,0.061,0.076,0.136,0.029,0.165,0.236,0.333,0.118,0.1,0.2,0.022
ON2014q4,0.04,-1.348,-0.874,0.761,0.061,-0.743,-0.011,-0.922,0.105,-1.015,-0.007,0.037,-0.015,-0.004,0.027,-0.02,0.002,-0.146,0.037,0.031,-0.01
ON2015q1,-0.163,0.348,-0.018,-0.486,-0.027,3.685,0.082,16.081,-0.032,-92.833,0.004,-0.032,-0.02,-0.026,-0.026,-0.025,-0.032,0.089,0.008,0.014,-0.013
ON2015q2,0.347,-2.066,0.338,0.217,0.01,-0.009,0.013,-0.059,0.163,-0.08,0.014,-0.046,0.045,0.098,0.302,0.083,-0.135,0.078,0.011,1.615,-0.005
ON2015q3,-0.034,-1.64,-0.011,0.263,0.034,0.024,0.013,-0.045,0.393,-0.087,0.025,0.019,0.009,0.011,0.013,0.032,0.056,0.033,0.027,-0.03,-0.024
ON2015q4,0.109,-0.61,-0.078,0.225,-0.059,-0.2,-0.093,-0.283,0.0,0.168,0.014,-0.033,-0.02,-0.031,-0.074,-0.055,-0.021,-0.157,-0.071,0.008,0.032
ON2016q1,0.003,0.478,0.071,-0.269,-0.033,0.052,-0.016,0.025,0.047,-0.335,-0.003,-0.003,-0.004,0.005,-0.04,-0.027,-0.018,0.004,-0.027,-0.033,0.028
