Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange
IDN,"Intellicheck, Inc.",3.75,40320101.25,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/idn,AMEX
INS,Intelligent Systems Corporation,3.5814,31313251.04,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ins,AMEX
INTT,inTest Corporation,7.1,73854611.8,n/a,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/intt,AMEX
INUV,"Inuvo, Inc",1.06,30256928.32,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/inuv,AMEX
VKI,Invesco Advantage Municipal Income Trust II,11.6885,518870643.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vki,AMEX
ISR,"IsoRay, Inc.",0.6007,33048963.59,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/isr,AMEX
ISDR,Issuer Direct Corporation,13.25,38817385.5,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/isdr,AMEX
JRJR,"JRjr33, Inc.",0.5505,21679012.59,n/a,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jrjr,AMEX
LTS,Ladenburg Thalmann Financial Services Inc,2.46,481869833.2,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lts,AMEX
LTS^A,Ladenburg Thalmann Financial Services Inc,24.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lts^a,AMEX
LAQ,"Latin America Equity Fund, Inc. (The)",22.84,170124128.3,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/laq,AMEX
LGL,"LGL Group, Inc. (The)",4.78,12788727.48,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lgl,AMEX
LBY,"Libbey, Inc.",8.01,175783262.8,n/a,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lby,AMEX
LLEX,"Lilis Energy, Inc.",4.84,244030626.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/llex,AMEX
MHH,"Mastech Digital, Inc",6.45,29015834.55,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/mhh,AMEX
MTNB,"Matinas Biopharma Holdings, Inc.",2,182794786,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtnb,AMEX
IPB,"Merrill Lynch & Co., Inc.",27.4,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ipb,AMEX
MXC,Mexco Energy Corporation,4.2437,8645545.724,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mxc,AMEX
CCA,MFS California Insured Municipal Trust,11.73,32683005.75,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/cca,AMEX
MICR,"Micron Solutions, Inc.",3.94,11114736.06,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/micr,AMEX
MLSS,"Milestone Scientific, Inc.",1.55,47633620.4,n/a,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mlss,AMEX
MVF,"MuniVest Fund, Inc.",9.77,630141610.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvf,AMEX
MZA,"MuniYield Arizona Fund, Inc.",15.193,70166090.18,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/mza,AMEX
MYO,Myomo Inc.,12.46,0,n/a,2017,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/myo,AMEX
