Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange
NNVC,"NanoViricides, Inc.",1.39,87670080,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nnvc,AMEX
NHC,National HealthCare Corporation,71.42,1085229043,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nhc,AMEX
NAVB,"Navidea Biopharmaceuticals, Inc.",0.5304,85870878.48,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/navb,AMEX
NTIP,"Network-1 Technologies, Inc.",4,97319816,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntip,AMEX
NBW,Neuberger Berman California Intermediate Municipal Fund Inc.,14.4,79854019.2,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbw,AMEX
NHS,Neuberger Berman High Yield Strategies Fund,11.72,229015656.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhs,AMEX
NBH,Neuberger Berman Intermediate Municipal Fund Inc.,15.5,291245000,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbh,AMEX
NBO,Neuberger Berman New York Intermediate Municipal Fund Inc.,12.8,64979456,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbo,AMEX
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",5.51,261282381.7,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/nro,AMEX
UWN,"Nevada Gold & Casinos, Inc.",2.2,38685578.8,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/uwn,AMEX
GBR,"New Concept Energy, Inc",1.38,2686770.3,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gbr,AMEX
NEN,New England Realty Associates Limited Partnership,70.55,263262616.3,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/nen,AMEX
NOG,"Northern Oil and Gas, Inc.",1.4,88658624.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nog,AMEX
NBY,"NovaBay Pharmaceuticals, Inc.",3.85,58940323.75,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nby,AMEX
NTN,"NTN Buzztime, Inc.",6.21,15608574.18,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ntn,AMEX
NJV,Nuveen New Jersey Municipal Value Fund,14.9913,23256858.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/njv,AMEX
NPN,Nuveen Pennsylvania Municipal Value Fund,15.69,19167578.67,n/a,2009,n/a,n/a,http://www.nasdaq.com/symbol/npn,AMEX
OGEN,"Oragenics, Inc.",0.402,19808236.04,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ogen,AMEX
TIS,Orchids Paper Products Company,12.9,132907293.9,n/a,2005,Basic Industries,Paper,http://www.nasdaq.com/symbol/tis,AMEX
ORM,"Owens Realty Mortgage, Inc.",16.8,172157613.6,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orm,AMEX
PHF,"Pacholder High Yield Fund, Inc.",7.94,103193083.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/phf,AMEX
PCG^A,Pacific Gas & Electric Co.,31.97,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^a,AMEX
PCG^B,Pacific Gas & Electric Co.,29.42,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^b,AMEX
PCG^C,Pacific Gas & Electric Co.,26.07,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^c,AMEX
PCG^D,Pacific Gas & Electric Co.,26.4432,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^d,AMEX
PCG^E,Pacific Gas & Electric Co.,26.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^e,AMEX
PCG^G,Pacific Gas & Electric Co.,26.48,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^g,AMEX
PCG^H,Pacific Gas & Electric Co.,26,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^h,AMEX
PCG^I,Pacific Gas & Electric Co.,25.14,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcg^i,AMEX
PTN,"Palatin Technologies, Inc.",0.419,64023956.71,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn,AMEX
PARR,"Par Pacific Holdings, Inc.",17.5,801335710,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/parr,AMEX
PZG,Paramount Gold Nevada Corp.,1.58,28092327.32,n/a,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pzg,AMEX
TEUM,Pareteum Corporation,0.5659,7323210.038,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/teum,AMEX
PRK,Park National Corporation,103.08,1576823728,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/prk,AMEX
PED,Pedevco Corp.,0.6351,3490043.437,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ped,AMEX
PFNX,Pfenex Inc.,4.43,103908095.4,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfnx,AMEX
HNW,Pioneer Diversified High Income Trust,16.4195,136820245.4,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/hnw,AMEX
PLYM,"Plymouth Industrial REIT, Inc.",18.33,66477447.66,n/a,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/plym,AMEX
PW,Power REIT,7.9,14101010.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pw,AMEX
PW^A,Power REIT,26.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pw^a,AMEX
RLGT,"Radiant Logistics, Inc.",5.43,265452923.9,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rlgt,AMEX
RLGT^A,"Radiant Logistics, Inc.",26.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlgt^a,AMEX
UTG,Reaves Utility Income Fund,34.27,1176268778,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/utg,AMEX
REED,"Reeds, Inc.",2.6,36353798,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/reed,AMEX
RWC,RELM Wireless Corporation,3.85,53301648.4,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc,AMEX
RCG,"RENN Fund, Inc.",1.25,5579958.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rcg,AMEX
RVP,"Retractable Technologies, Inc.",1.07,33883105.78,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rvp,AMEX
RNN,"Rexahn Pharmaceuticals, Inc.",3.07,87281033.28,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rnn,AMEX
REI,"Ring Energy, Inc.",11.69,574758839.9,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rei,AMEX
RIF,RMR Real Estate Income Fund,22.11,169174819.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rif,AMEX
SACH,Sachem Capital Corp.,4.86,53961731.82,n/a,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sach,AMEX
SGA,"Saga Communications, Inc.",45.95,271496172.4,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sga,AMEX
SSN,Samson Oil & Gas Limited,0.535,8782026.07,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssn,AMEX
SNMP,Sanchez Midstream Partners LP,11.35,162103208.4,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/snmp,AMEX
SEB,Seaboard Corporation,3827.4,4480163070,n/a,1996,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seb,AMEX
SENS,"Senseonics Holdings, Inc.",1.83,172205521.7,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sens,AMEX
SVT,"Servotronics, Inc.",9.5738,23306927.84,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/svt,AMEX
SIF,"SIFCO Industries, Inc.",6.7997,38069589.19,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/sif,AMEX
SKY,Skyline Corporation,6.03,50599201.32,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/sky,AMEX
XPL,Solitario Exploration & Royalty Corp,0.651,25184058.04,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/xpl,AMEX
SCE^B,Southern California Edison Company,24.3499,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^b,AMEX
SCE^C,Southern California Edison Company,24.42,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^c,AMEX
SCE^D,Southern California Edison Company,25.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^d,AMEX
SCE^E,Southern California Edison Company,25.4764,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^e,AMEX
SGB,Southwest Georgia Financial Corporation,19.74,50286406.38,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sgb,AMEX
LOV,"Spark Networks, Inc.",0.984,31583629.06,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lov,AMEX
SRCI,SRC Energy Inc.,6.73,1351578955,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/srci,AMEX
SGY.WS,Stone Energy Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgy.ws,AMEX
STRP,Straight Path Communications Inc.,180,2285650620,n/a,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/strp,AMEX
SSY,"SunLink Health Systems, Inc.",1.66,15209929.28,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ssy,AMEX
STS,"Supreme Industries, Inc.",16.77,287705684,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/sts,AMEX
SYN,"Synthetic Biologics, Inc",0.6298,76768862.61,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syn,AMEX
TIK,Tel-Instrument Electronics Corp.,3.332,10848615.48,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/tik,AMEX
TGC,"Tengasco, Inc.",0.61,6471460.72,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tgc,AMEX
GLU,The Gabelli Global Utility and Income Trust,20.29,83418216.13,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/glu,AMEX
GLU^A,The Gabelli Global Utility and Income Trust,50.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glu^a,AMEX
TXMD,"TherapeuticsMD, Inc.",5.69,1160345438,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/txmd,AMEX
TMP,Tompkins Financial Corporation,77.84,1181898974,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tmp,AMEX
TRXC,"TransEnterix, Inc.",0.6955,103302398.7,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/trxc,AMEX
TRT,Trio-Tech International,4.63,16311744.65,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/trt,AMEX
HTM,U.S. Geothermal Inc.,4.01,76348134.35,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/htm,AMEX
UFAB,"Unique Fabricating, Inc.",10.07,98237462.06,n/a,2015,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ufab,AMEX
UAMY,United States Antimony Corporation,0.3901,26208270.09,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/uamy,AMEX
UUU,"Universal Security Instruments, Inc.",2.9,6707372.3,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/uuu,AMEX
UQM,UQM TECHNOLOGIES INC,0.95,46152856.3,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/uqm,AMEX
VSR,"Versar, Inc.",1.64,16321621.12,n/a,1986,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsr,AMEX
VII,"Vicon Industries, Inc.",0.5921,5535180.535,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/vii,AMEX
VHC,VirnetX Holding Corp,5,290724440,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/vhc,AMEX
VGZ,Vista Gold Corporation,0.87,85430787.96,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vgz,AMEX
VISI,"Volt Information Sciences, Inc.",4,83710084,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/visi,AMEX
EAD,Wells Fargo Income Opportunities Fund,8.5,602702105,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ead,AMEX
ERC,Wells Fargo Multi-Sector Income Fund,13.48,470986940.3,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/erc,AMEX
SBI,Western Asset Intermediate Muni Fund Inc,9.86,138851625.9,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/sbi,AMEX
WYY,WidePoint Corporation,0.44,36451501.68,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wyy,AMEX
WTT,"Wireless Telecom Group,  Inc.",1.59,35440265.25,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/wtt,AMEX
XTNT,"Xtant Medical Holdings, Inc.",0.6755,12221553.33,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xtnt,AMEX
YUMA,"Yuma Energy, Inc.",1.05,13167784.35,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/yuma,AMEX
